Language,Content
ZH,就说 他们 会有 那种 搅果机 啊
ZH,放 其他 牌子 的 东西
ZH,这是 不 可以 的 因为 那边 会有
ZH,因为 你开 一间 公司 你开 一个 店 啦
ZH,对 啦 你~ 你 没有 放它 名字 啦 不过 这样子
ZH,如果 你让 别人 知道 的话 会 很 不好 嘛 对 嘛
ZH,因为 你说 因为 那些 不是 你 一个人 罢了 啦
ZH,因为 你 好像 你 开 一间 店 你 开 一间 营养 俱乐部 你 都说 是跟 其他的 人
ZH,跟 其他 的 人 好像 合股 啊 这样 开 一间 合作 啊
ZH,然后 额外的 东西 那些 都是 不 可以 放在 那边的
ZH,因为 不 可以 就说 这样 公开式的 售卖 不 可以 就 说
EN,ah u. k. m.
ZH,然后 我是 其中 一个咯
ZH,然后 就 没有 选了
ZH,就~ 就去 混混 然后 出来 这样
ZH,不会 说 是说 是 很有 兴趣 啦
ZH,只是 学 罢了 咯
ZH,然后 他们 都 不大 他们 都在 考虑咯 考虑 到 现在 都 没有 接到 电话 然后 就
EN,class related ah
EN,ah s. a. p. e. r. p.
ZH,嗯 没有 读过
ZH,缺少 啊
ZH,但是 第二年 又 学喔 就
ZH,他 是
ZH,他 啊 不大 清楚 咯 他 很少 跟 我们 解释
ZH,然后 就 这样 做 罢了 咯
EN,en s. a. p.
ZH,只是 说 要找 地方 住 会 比较 贵噢
ZH,嗯 因为 想要 在 那边 参 一些 活动 啊
ZH,因为 也 靠近 我的 学校啊 然后 我 也是 住在 那边 靠近啊 所以 不用 特地 去找 一间 房子 租 房子 这样咯
ZH,嗯 我 参加 是 佛学会 的 活动 咯
ZH,然后 他的 佛学会 会 里面 也是 有 蛮多 活动 一下啦
ZH,然后 比较 特别的 活动 就 好像 有 panggung-budi ah
ZH,啊 三年 都有 参加 最后 一年 比较 少了 因为 比较 忙了
ZH,一进去 的 时候 靠近 十八 二十 这样
ZH,然后 最少 是 十七 这样
ZH,不是 很多
ZH,因为 有时 拿 太多 东西 的话 要 转站
ZH,有时 它 因为 太少 人 的话 它 没有 直接 去的
ZH,但是 最近 比较 有了 啦 以前 就 比较 少
ZH,全部 在 bukit-jalan 那边
ZH,然后换去 bukit-jalan 那边
ZH,麻烦 咯 如果 要 去 到 bukit-jalan
ZH,觉得 啊
ZH,觉得 蛮多 东西 要 学 咯
ZH,很多 要 学
ZH,这个 今~ 今年 会 或者 这个月 可能 会 多少个 人 买 啊
ZH,哈 很多 状况 咯
ZH,看到 看到 很多 太多 东西 然后 有时 很 压力 学不来 这样
ZH,它是 两个月 罢了
ZH,啊三 没有 三个 星期
ZH,啊 然后 因为 两个月 嘛
ZH,所以 所以 他给 两个咯
ZH,目前为止 我 不大 清楚
ZH,因为 还 没有 还 没有 真正 的 进入 那个 课题
ZH,所以 不大~ 不是 很 清楚
ZH,没有 是 什么 学 什么 东西 他 没有 讲
EN,dreamweaver
ZH,很 方便
ZH,所~ 所以 有时 我
ZH,因为 你 错的 时候 你会 容易 比较 容易 找回
EN,a. s. p. dot net ah
ZH,比较 麻烦 如果 要 的话
ZH,啊 解释 解释 都是 啊 有~ 有 一些啦
ZH,不是 很多 咯
ZH,那个 还有 一个 是 什么
ZH,要算
ZH,嗯 要学 要
ZH,是咯
ZH,是咯 会 比较 麻烦
ZH,因为 错的 时候 不懂 要从 哪里 下手
ZH,除非 是 逼不得已 才用 罢了
ZH,或者 是 分成 两个 部分啊
ZH,蛮有 成就感 一下 成就感
ZH,然后 就～ 就 没有 申请 到
ZH,很有 一点 很 压力 啊 因为 它 时间 太 紧了 然后 老师 也是 讲 很 快 一下
ZH,他们 好像 是
ZH,他 没有 讲 多少 巴仙 他们 说 很 低 很 不 乐观
ZH,然后 过后 就 考了 大概 一个 星期 温习咯
ZH,考试 的噢 他 他的 听说 他的 考试的 方式 是 好像 上网的咯
ZH,上网 然后 他 可能 一个 题目 可能 很多 答案 啊
ZH,你 少 一个 答案 可能 就 扣 一分
ZH,嗯 不是 很 清楚 因为 刚刚 接触 罢了
ZH,然后 就是 这样 进去 看 咯
ZH,其实 我 一直 以来 不是 对 电脑的 东西 很 有 兴趣
ZH,只是 当着 自己的 知识 罢了
ZH,然后 通常
ZH,有空 我 也是 不大 回去 做 去看 电脑 咯 有时 啦 因为 有时 也 不知道 要 做 什么
ZH,就是 因为 有空的 时候 我 有时 也是 煮 一些 东西 来吃
ZH,厨师 啊
ZH,厨师
ZH,只是 兴趣 而已 没有 想多 想说 要当 当着 当 这个 兴趣 成为 自己的 事业
ZH,嗯 目前为止 对 自己的 方向 也是 很
ZH,有时 也是 还在 还在 想着 要 怎样
ZH,我 觉得 有时 是 教育 那边 是 有 问题咯
ZH,因为 他们 也 没有 什么
ZH,因为 如果 是 外国 的话 我 听说 有些 是 跟着 小时候 他 就会 跟着 自己的 兴趣 去 上课 嘛 上 什么 课程
ZH,不懂 因为 有时 是 想说
ZH,如果 是 跟着 自己的 兴趣 读 的话 也是 要有 自己的 本钱 去读
ZH,因为 过后 才看 它的 效果 是 怎样 过后 才说 要不要 做咯
ZH,可能 会 不懂啦 可能 会 往 比较 偏向～ 偏向 食物 那边 发展 可能 会 啦 很大 可能
ZH,是咯 因为 我
ZH,有时 不懂 啊
ZH,如果 要从 新 开始 的话 也是 要看 要找 那个 出路 啦 要会 找 那个 出路
ZH,对 有时 我们 蛮在 挣扎 一下 这些 东西
ZH,要 坚持
ZH,有 但是
ZH,曹格 认识
ZH,周欣淇 认识
ZH,我 也是 不是 听 很新 的 歌 都是 比较 比较 九十 年代 或者 就是 二零零 之前 二零零零 年 之前 的 那些 歌 咯
ZH,最近 的 比较 少 啦 有 也是
ZH,平常 哦
ZH,平常 会 只是 家里 的 家常便饭 咯
ZH,会 做 那些 月饼 啊 还是 什么 好像
ZH,节日 里面 会 用 就是 会 吃到 的 东西 咯
ZH,然后 自己 慢慢 去 研究 看 咯
ZH,啊 在 大学 做 的 时候 蛮 成功 一下 第一次
ZH,然后 第二次 在 大学 做 的 时候 有 一点 失败 因为 它 的 皮 做 的 太硬 了
ZH,然后 然后 这次 回来 做 的 时候 它 的 皮 放了 冰橱 又 太硬
ZH,就是 马上 做 马上 吃 的 时候 不会 太硬 啦 比较 软
ZH,然后 放了 冰橱 就 太硬 了
ZH,然后 可能 是 在 因为
ZH,因为 之前 是 没有 放 那个 米 就 是 米粉 米磨 的 磨 出来 的 粉
ZH,放 比较 少 然后 它 不会 硬
ZH,可能 是 放 太多 那个 粉 了
ZH,然后 就 整个 放 冰橱 的 时候 它 就 整个 硬掉
ZH,嗯 可能 会 咯
ZH,我 妈妈 说 哎 等 他 回来 的 时候 来 才～ 才 来 做
ZH,不 好吃 的 话 也 有 一个 人 负担 去 吃
ZH,有些 人 就 讲 外面 的 那个 月饼 啦 的 价格 可以 买 一只 鸡 了
ZH,蛮 贵 一下
ZH,又 方便
ZH,但是 现在 也是 有人 考虑 到 如果 是 吃 太 因为 都 很 甜 嘛 月饼
ZH,都 不大 要 想 去 吃
ZH,有些 说 哎 买 一粒 来 好像 拜神 这样 然后 过后 就 没有 买 比较 多余 的 月饼 来 吃
ZH,也是 没有 去 想 过 啦
ZH,只是 说 有时 是 好像 有 兴趣 就 去 做 做 一下
ZH,然后 玩玩 一下 这样 罢了
ZH,啊 没有 嗯
ZH,啊 你 意思 是 什么
ZH,呃 有时 有看 哪 以前 小时候 很 喜欢 看 咯
ZH,然后 因为 进了 大学 也是 因为 没有 大学 都 没有 电视机 了 嘛 就 没有 看 咯
ZH,过后 就 慢慢 就 没有 看
ZH,有 有看 小时候 的 时候
ZH,比较 属于 中餐 咯 就 好像 那个 生 那个 生光炒
ZH,然后 平常 都会 煮 那些 青菜炒 那些 东西 咯
ZH,炒蛋 啊 因为 蛋 最 容易 煮 的
ZH,放 随便 炒 也是 可以 吃 嘛
ZH,如果 是 放 一些 好像 那些 好像 菜圃 啊 也是 可以 吃 咯
ZH,有些 放 冬菜
ZH,然后 有些 人 是 放 那个 啊 青葱 也是 可以
ZH,然后 大葱 也是 可以
ZH,然后 有些 人 是 放肉 然后 拿去 煎
ZH,拿去 烘 也是 可以 吃
ZH,然后 些 炒虾 炒虾 更香
ZH,如果 如果 是 有 那个 支本 的 话 会 可能 会 开 咯
ZH,还有 一个 它 有 分成 大概 两三 种
ZH,但是 不是 很 清楚 他 是 学 什么 啦
ZH,没有 听说 过
ZH,所以 就 在 找 咯
ZH,有些 有时 有时 也是 有找 啊 去 找 这些 东西
ZH,我 会 其实 蛮 喜欢 做 甜品 啊
ZH,因为 而且 不是 说 啊
ZH,自己 也 蛮 喜欢 吃 甜品 的 东西 咯
ZH,好像 糖水 啊 都会 有时 在 大学 的 时候 都 时常 会 煮
ZH,拿 去 腌 啊 或者 做 一些 那些 配菜 啊 都会 去 弄
ZH,糖水 啊 不 需要 盐 啊
ZH,除非 你 是 放 那个 莲子 啊
ZH,它 有时 有 那个 皮 啊 你 要 放 那些 好像 减水
ZH,就 给 它 比较 容易 脱 它 的 皮
ZH,然后 糖水 豆花
ZH,糖水 也是 只会 煮 那几 样 啦 好像 那个 雪耳
ZH,然后 红豆 绿豆
ZH,这样 罢了
ZH,西式 的 因为 西式 给 我 的 印像 好像 比较 倾向 炸 东西 啊
ZH,然后 有 一次 是 试过 做 那个 意大利面 啊
ZH,还 可以 接受 啦
ZH,法国 甜品
ZH,可以 试看
ZH,比较 少 呃
ZH,去 几 个 去 一个 地方 咯
ZH,就是 有 那个 法国 村 的
ZH,有 法国 村 有 日本 村 那个 我 忘记 了
ZH,那边 拍照 是 不错 啦 蛮 美 一下
ZH,如果 是 要 玩 的 话 就 没有 走走 看看 罢了
ZH,然后 一些 好像 卖吃 的 东西 咯 蛮 贵 一下 那边 一餐 都要 靠近 三十 块
ZH,然后 玩 的 话 只是 好像 那些
ZH,嗯 差不多
ZH,那边 那边 的 话 它 会 如果 是 下雨 的 话 就 很 麻烦 那边
ZH,因为 它 那边 都是 山 啊
ZH,没有 出国 过
ZH,没有 没有 去 过
ZH,跟 谁 啊
ZH,啊 没有 一定 啊
ZH,通常 都是 好像 比较 比较 老 的 歌 好像 周华建 那些 风雨无阻 啊 那些 比较 比较 就是 比较 老 的 歌
ZH,不是 很 新 的
ZH,就 不能 看 了
ZH,老戏 比较 多
ZH,比较 新 的 戏
ZH,就是 它 如果 电视 有 做 的 话
ZH,包青天
ZH,包青天 也是 蛮 久 了 咯 二零零 多
ZH,看 了 多 久 啊 好像 是
EN,ah frequent user
ZH,通常 看 就是 看戏
ZH,如果 是 看 到 追 到 追 到 就是 啊 太 太 什么 太 紧张 了
ZH,比较 快
ZH,不是 很 不是 很有～ 很有 兴趣 去 看 这 一部
ZH,有时 朋友 有 看 的 话 跟 他们 一起 看 罢了
ZH,英文片 啊 很少 应该 是 说 没有 没有 看
ZH,电影
ZH,就 种菜 啊 那些 东西
ZH,但是 最近 都 很少 完了 闷了
ZH,啊 没有 啦 过后 他说 赚到 钱 的话 会 给咯
ZH,他说 他 叫我 有 心里准备 咯 是 一下子 就有 钱咯 要 慢慢来
ZH,他 没有 去做 因为 怕 说过 后 因为 要 算账的 时候 啊 比较 麻烦
ZH,先 要
ZH,不懂嘞
ZH,卖些什么啊
ZH,(呃）没有
ZH,还 不是 很 熟悉 那些 东西
ZH,我 也是 不是 很 清楚 这些 东西
ZH,应该 是 没有 动过
ZH,平常
ZH,除了 上课
EN,ah blog spot
ZH,然后 要不然 就是 有时 我 因为 有时 我会 煮 东西 嘛
ZH,没有 想过
ZH,也 可以 这样 讲
ZH,有时 只是 想到 眼前 罢了 没有 想到 太远咯
ZH,看 什么 戏 啊
ZH,啊 最近 都会 看 福建戏 咯 因为 妈妈 有看 然后 我就 陪她 看
ZH,就是 六点的 叫 什么 啊 叫
ZH,天下父母 是 吗 我 忘记了
ZH,很长 啊 那出 戏
ZH,有时 也是 不想 看
ZH,比较 少 都会 看 都会 看 好像 最近 发生 什么 事 国家的 事情 咯
ZH,哦 那个 那个 有人 去 那边 玩 然后 被 人家 打 死的 是 吗
ZH,这是 谁的 错
ZH,我 觉得 是 有时 是
ZH,可能 他们 国家的 对 这些 东西
ZH,不是啦 我 觉得 是 警察的 错 咯 因为 不可能 说 就是 要 就是
ZH,他要 考虑 到 里面 车的 人 他 才 可以 行动 比较 激烈
ZH,那些 人质
ZH,其实 我 觉得 死 蛮多 人啊 因为 九个 已经 算 蛮 多了
ZH,而且 有 一个 是 好像 没有 错 的话 只有 有 一个 没有 他 就是 他的 母亲 没有 死
ZH,她 儿子 重伤 而且 她 都
ZH,都是 死掉
ZH,就是 蛮惨 一下咯
ZH,我 觉得 都是 要跟 那个~ 那个 就是 那个 绑架的 人啊 绑架的 人 家人 先 谈判 好
ZH,如果 是 他的 情绪 很差 的话 你 又做 一些 比较 暴力的 东西
ZH,都会 影像 到 其他的 人质的 安全
ZH,就 好像 他 听说 他们 抛 那个~ 那个 什么 那个 烟弹啊
ZH,导致有些人都呼吸困难
ZH,因为 他的 车 都 不是 很 空气 很 流通 一下子 就 散了
ZH,那些 烟
ZH,有些 还 很 新
ZH,看到 有 一个~ 有 一个 照片 就是 说
ZH,他们 警方 有 几~ 有 几个
ZH,在 那边 拍照 还在 那边 笑
ZH,就给 人家 印象 就是 说
ZH,你们 已经 做到 这样了 你们 还在 那边 自以为 说 好像 做到 很 成功 这样
ZH,就 比较 难看 一下咯
ZH,只是 有 听说 到 (呃) 香港的 那些 警察 好像 过去 那边 调查 这样咯
ZH,没有 就是 躲在 家里
ZH,那个 火影忍者
ZH,三百三百九十六 那时 好像 是唉
ZH,八十六 还是 九十 我 忘记了
ZH,最后 一集啊 没有 啊 刚 新的
ZH,他是 做到
ZH,和以前的朋友在打
ZH,就是 找到 他在 那个 大蛇丸 那边 啊
ZH,组织 那个 那个
ZH,哦 那个 小的 是 吗
ZH,有 一个 团队的 啊 专门 去 捕捉 那个 立嘱的 是 吗
ZH,哦哦哦哦
ZH,那个哦 过后 是他 师傅 死过后 就 做到 那个
ZH,老鹰团 过后 现在 是 做到 那个 配鹰 啊 已经 死掉了
ZH,配鹰 啊 已经 死掉了 配鹰 就是 小的 队 团队啊 就是 专门 做 那些 好像 八尾 啊 九尾 啊
ZH,一尾 的 那个人 助力 啊
ZH,那个 已经 做到（呃）配～ 配鹰 是 那个团(呃)（呃）就是 那个 团队的 头 咯
ZH,他是 其实 他是 想要 捉 那些 原柱力 然后 吸取 那他 那～ 那个 力量啊
ZH,来 控制 整个 整个 那个 时候的 那些 国家
ZH,因为 因为 他～ 他是 想说 那些 国家 之间 已经 太多 战争了
ZH,他 要以 战争 来 去除 国～ 国家 于 国家 之间的 战争
ZH,也 可以 算他 是对 也 可以 算他 是错
ZH,也是 好
ZH,啊 对 对 对 谈判
EN,manga
ZH,比较 慢
ZH,现在 是做 他 回想 他 小时候的 时候
ZH,嗯 那个 我 没有 看
ZH,又看 一出 也是 那个
ZH,他 也是 叫 什么
ZH,不太 记得 有～ 有看 一出
ZH,也是 讲 说 火影忍者 的 延续 还是 什么 忘记了
ZH,其它的 比较 少
ZH,嗯 我 也是 不是 很 清楚
ZH,因为 我的 成绩 也 不是 很 理想
ZH,也会 比较 多
ZH,只是 也是 要看咯 因为
ZH,然后 学到 蛮 就是 蛮 压力 一下 啦
ZH,蛮 压力 一下
ZH,可能咯
ZH,可能 是 太多 那些
ZH,是 比较 粗的 东西 啦 就 好像 比较 好像 比较 粗的 语言啦
ZH,但是他有些东西
ZH,但是 也是 同样 被抓
ZH,也是 有 这样的 可能性啦
ZH,只是 说 不懂 啦
ZH,因为 政府 他们的 想 他们的 他们 要得 东西 不懂 是 什么
ZH,有时 你 讲的 讲的 太 明显 他们 又 不 喜欢
ZH,有时 你 不讲 他有 当着 不知道 以为 是 对的
ZH,只是 说 有 一点 不 公平咯
ZH,同样 都是 同样的 情况啊 但是 他 对待 又 不一样喔
ZH,是 的确 太 过分
ZH,如果 我是 马来人 的话 我 也是 很 生气
ZH,有一点 就是 给 人家 看 suai 咯
ZH,他 不懂 嘞 有些人 是 想要 不同的 就是 可能 他 有时 太要 可能 要 出面 这样
ZH,而且 会 引起 很多人 不 喜欢 咯 有些 有些 啦
ZH,因为 有些 讲的 太 过分啊
ZH,我 觉得 有些 真正 人物 一直 挑起 那个 种族 种族 的 那个 那个 边缘化 的 问题 啊 还是 什么
ZH,我 觉得 他们 真的 是 没有 做好 自己 的 本分 咯 有些
ZH,就是 应该
ZH,应该 要 发展的 东西
ZH,我 他的 就是 说 如果 他的 身份 是
ZH,怎样 去 策划 和 发展 那个 地方 的话 他 根本 都是
ZH,没有 像 真去 处理 啊
ZH,都 没有 他 发展 的 情况 或者 是 什么
ZH,通常 都会 挑起 那些 那些 芝麻 绿豆 的 事情
ZH,然后 也是 要 被告
ZH,就是 很～ 很小 很小 的 东西 他们 要 挑 起来啊
ZH,就是 好像
ZH,没有 空 就是 有
ZH,没有 就是 好像 很闲 这样 很闲 空 这样 跳 那些 东西
ZH,我 觉得 有时 可能 也是 有些 新闻 报道 也是 要 炒作 过咯
ZH,就是 炒大 他
ZH,然后 有些 可能 是 可能 是 在 中央政府 那边 也是 他的 问题 咯 的 存在
ZH,啊知道 但是 我 不是 很 清楚 到底 是 什么 事情 然后 导致 他 这样
ZH,没有 没有 听
ZH,觉得 有时 就是 越来越 吵 这样啊 他的 情况 越来越 糟糕 这样
ZH,有时 我们 又 自己 又 不能 不知道 做些 什么
ZH,只能 看 他们 在 吵
ZH,有时 也是 想说 我们 做好 自己 的 本分咯
ZH,就 可以了
ZH,嗯 就好 你是 你是 医生 的话 你 做好 你 自己 医生的 本分咯
ZH,如果 你是 律师 的话 你 做好 自己的 本分咯
ZH,跟着 自己 就是 如果 是 国家的 时事 好像 需要 帮忙 的话 你 也 可以 去 帮忙 这样啦
ZH,或者 是 别人 有 需要 帮助 的话 你也 可以 去 帮忙
ZH,而 不是 说 挑起 那些 人家的 痛脚 或者 不开心的 事情
ZH,觉得 有些 我 觉得 他们 是 为了 自己的 利益咯
ZH,而去 敲诈 这些 东西
EN,death sentence oh
ZH,那个 我 就
ZH,哦哦 那个
ZH,其实 我很 好奇 就是 说 为什么 他 等到
ZH,两～ 两年了 他才 挑起 那件 事情
ZH,他 好像 是 没有 错 的话 好像 是 一九九年 挑
ZH,就是 被抓 是 吗 还是 二零零九 忘记了
ZH,已经 过
ZH,也 不是 很 清楚
ZH,其实 很多 很多 很多 那个 社会 人 他们 在 争 争着 说 应该 不应该 废除 那个 死刑 啊
ZH,这个~ 这个 问题
ZH,就是 一个 国家 是否 应该 撤除 这个 死刑的 这个 惩罚
ZH,死刑 是 解决不了 社会 那些 问题 啊
ZH,然后 不 能够 控制的 那一种的 我 觉得 死刑 还是 可以 实行 啦 虽然 它是 有点 残~ 残忍啦
ZH,但是 对于 一些 好像 能 纠正 过来的
ZH,就 好像 藏毒 的话 如果 是他 能 改过自心 的话 我 觉得 还是 可以 给他 第二次 的 机会啊
